ship_id,ship_type,route_id,month,distance,fuel_type,fuel_consumption,CO2_emissions,weather_conditions,engine_efficiency,estimated_dwt,CII_score,Eff_Flag,fuel intensity,ship_type,dwt
NG050,Fishing Trawler,Lagos-Apapa,June,85.31,Diesel,2385.13,7127.32,Stormy,72.96,500,167.0922518,LOW,27.96,,
NG050,Fishing Trawler,Port Harcourt-Lagos,July,165.1,HFO,3508.25,9746.6,Calm,84.45,500,118.0690491,OK,21.25,,
NG050,Fishing Trawler,Lagos-Apapa,August,101.36,Diesel,2151.83,6169.19,Stormy,77.68,500,121.7282952,OK,21.23,,
NG050,Fishing Trawler,Lagos-Apapa,September,153.14,Diesel,3213.34,8227.6,Moderate,74.69,500,107.4520047,LOW,20.98,,
NG050,Fishing Trawler,Lagos-Apapa,October,120.46,HFO,3542.26,9685.05,Stormy,90.81,500,160.8010958,OK,29.41,,
NG050,Fishing Trawler,Port Harcourt-Lagos,November,181.21,HFO,4691.84,13517.44,Calm,88.54,500,149.1908835,OK,25.89,,
NG050,Fishing Trawler,Warri-Bonny,December,120.73,HFO,3161.19,9010.21,Stormy,88.49,500,149.2621552,OK,26.18,,
NG051,Surfer Boat,Escravos-Lagos,January,182.3,Diesel,2650.17,7334.88,Stormy,73.37,50,804.7043335,LOW,14.54,,
NG051,Surfer Boat,Lagos-Apapa,February,129.98,Diesel,1917.92,5371.97,Stormy,82.94,50,826.5840899,OK,14.76,,
NG051,Surfer Boat,Port Harcourt-Lagos,March,70.79,Diesel,871.22,2491.73,Stormy,73.47,50,703.977963,LOW,12.31,,
NG051,Surfer Boat,Port Harcourt-Lagos,April,61.06,Diesel,755.94,2206.09,Calm,70.52,50,722.5974451,LOW,12.38,,
NG051,Surfer Boat,Lagos-Apapa,May,88.17,Diesel,1750.14,4551.95,Moderate,74.24,50,1032.539412,LOW,19.85,,
NG051,Surfer Boat,Escravos-Lagos,June,139.53,Diesel,2780.32,7093.72,Moderate,93.28,50,1016.802121,OK,19.93,,
NG051,Surfer Boat,Warri-Bonny,July,165.59,Diesel,2514.88,6860.45,Stormy,88.81,50,828.6067999,OK,15.19,,
NG051,Surfer Boat,Port Harcourt-Lagos,August,132.09,Diesel,1872.96,5423.28,Calm,72.72,50,821.1492164,LOW,14.18,,
NG051,Surfer Boat,Escravos-Lagos,September,100,Diesel,1225.43,3500.14,Moderate,80.65,50,700.028,OK,12.25,,
NG051,Surfer Boat,Port Harcourt-Lagos,October,136.08,Diesel,1538.11,4279.11,Stormy,81.38,50,628.9109347,OK,11.30,,
NG051,Surfer Boat,Port Harcourt-Lagos,November,124.83,Diesel,2052.79,5136.2,Stormy,82.66,50,822.9111592,OK,16.44,,
NG051,Surfer Boat,Escravos-Lagos,December,118.09,Diesel,2114.48,5582.31,Moderate,81.76,50,945.4331442,OK,17.91,,
NG052,Oil Service Boat,Lagos-Apapa,January,117.25,Diesel,4035.73,10789.16,Calm,75.07,1500,61.34561478,OK,34.42,,
NG052,Oil Service Boat,Warri-Bonny,February,57.99,HFO,1727.74,4956.75,Moderate,87.62,1500,56.98396275,OK,29.79,,
NG052,Oil Service Boat,Escravos-Lagos,March,131.32,Diesel,3516.32,9940.64,Calm,70.47,1500,50.4652249,LOW,26.78,,
NG052,Oil Service Boat,Port Harcourt-Lagos,April,148.86,HFO,4872.04,13596.33,Calm,86.05,1500,60.89090421,OK,32.73,,
NG052,Oil Service Boat,Escravos-Lagos,May,52.62,HFO,1548.95,4073.05,Stormy,86.25,1500,51.6033194,OK,29.44,,
NG052,Oil Service Boat,Escravos-Lagos,June,69.74,Diesel,1801.47,4846.78,Moderate,86.93,1500,46.33189944,OK,25.83,,
NG052,Oil Service Boat,Escravos-Lagos,July,82.64,Diesel,2670.49,7601.85,Moderate,86.02,1500,61.3250242,OK,32.31,,
NG052,Oil Service Boat,Escravos-Lagos,August,132.53,HFO,3738.63,10058.38,Moderate,75.84,1500,50.59674539,OK,28.21,,
NG052,Oil Service Boat,Warri-Bonny,September,126.28,Diesel,4212.75,11431.87,Stormy,87.18,1500,60.35196917,OK,33.36,,
NG052,Oil Service Boat,Escravos-Lagos,October,117.94,Diesel,4079.83,11532.93,Calm,93.67,1500,65.19094455,OK,34.59,,
NG052,Oil Service Boat,Escravos-Lagos,November,139.85,Diesel,4758.11,13826.21,Calm,82.81,1500,65.90971279,OK,34.02,,
NG052,Oil Service Boat,Escravos-Lagos,December,134.09,Diesel,3377,9590.71,Stormy,78.91,1500,47.68294926,OK,25.18,,
NG053,Tanker Ship,Lagos-Apapa,January,434.8,Diesel,13682.6,39574.56,Moderate,78.4,100000,0.910178473,OK,31.47,,
NG053,Tanker Ship,Warri-Bonny,February,493.98,HFO,17248.46,51357.1,Moderate,91.82,100000,1.0396595,OK,34.92,,
NG053,Tanker Ship,Port Harcourt-Lagos,March,287.51,Diesel,14141.03,39260.12,Stormy,83.31,100000,1.365521895,OK,49.18,,
NG053,Tanker Ship,Warri-Bonny,April,224.96,HFO,9109.99,27050.44,Calm,74.07,100000,1.202455548,LOW,40.50,,
NG053,Tanker Ship,Lagos-Apapa,May,434.88,Diesel,13764.69,40318.82,Moderate,87.11,100000,0.927125184,OK,31.65,,
NG053,Tanker Ship,Port Harcourt-Lagos,June,138.94,HFO,4454.43,11220.52,Calm,88.16,100000,0.80758025,OK,32.06,,
NG053,Tanker Ship,Lagos-Apapa,July,193.37,HFO,6895.02,19414.13,Stormy,93.88,100000,1.003988726,OK,35.66,,
NG053,Tanker Ship,Lagos-Apapa,August,326.34,HFO,14574.57,40746.4,Calm,80.4,100000,1.248587363,OK,44.66,,
NG053,Tanker Ship,Escravos-Lagos,September,374.57,HFO,11386.25,32663.58,Stormy,83.39,100000,0.872028726,OK,30.40,,
NG053,Tanker Ship,Lagos-Apapa,October,117.33,HFO,4173.5,11362.99,Moderate,91.01,100000,0.968464161,OK,35.57,,
NG053,Tanker Ship,Port Harcourt-Lagos,November,251.01,HFO,8589.47,23209.19,Calm,94.49,100000,0.924632086,OK,34.22,,
NG053,Tanker Ship,Warri-Bonny,December,285.5,Diesel,9683.63,25615.45,Moderate,90.37,100000,0.89721366,OK,33.92,,
NG054,Tanker Ship,Lagos-Apapa,January,402.44,HFO,13962.38,37037.29,Calm,87.32,100000,0.920318308,OK,34.69,,
NG054,Tanker Ship,Warri-Bonny,February,169.3,HFO,6503.01,19384.69,Moderate,79.54,100000,1.144990549,OK,38.41,,
NG054,Tanker Ship,Lagos-Apapa,March,279.76,HFO,13501.1,40337.51,Calm,72.53,100000,1.441861238,LOW,48.26,,
NG054,Tanker Ship,Warri-Bonny,April,174.35,HFO,6670.92,16792.02,Calm,72.44,100000,0.963121308,LOW,38.26,,
NG054,Tanker Ship,Lagos-Apapa,May,127.34,Diesel,3856.51,10434.4,Moderate,75.52,100000,0.819412596,OK,30.29,,
NG054,Tanker Ship,Escravos-Lagos,June,218.85,HFO,9360.73,27626.8,Calm,87.04,100000,1.262362349,OK,42.77,,
NG054,Tanker Ship,Escravos-Lagos,July,418.62,HFO,19172.66,56103.96,Stormy,91.1,100000,1.340212126,OK,45.80,,
NG054,Tanker Ship,Lagos-Apapa,August,159.07,Diesel,5637.4,16289.73,Moderate,79.55,100000,1.024060477,OK,35.44,,
NG054,Tanker Ship,Port Harcourt-Lagos,September,79.53,HFO,2701.42,7855.34,Calm,92.41,100000,0.987720357,OK,33.97,,
NG054,Tanker Ship,Port Harcourt-Lagos,October,283.93,HFO,13832.06,36135.41,Stormy,83.68,100000,1.272687282,OK,48.72,,
NG054,Tanker Ship,Lagos-Apapa,November,139.19,HFO,6112.16,16349.62,Calm,89.53,100000,1.174626051,OK,43.91,,
NG054,Tanker Ship,Warri-Bonny,December,63.6,HFO,2098.8,5420.59,Calm,75.49,100000,0.852294025,OK,33.00,,
NG055,Tanker Ship,Escravos-Lagos,January,286.01,HFO,13420.92,40100.19,Calm,77.97,100000,1.402055523,OK,46.92,,
NG055,Tanker Ship,Escravos-Lagos,February,364.82,HFO,13885.16,41315.89,Stormy,73.31,100000,1.132500685,LOW,38.06,,
NG055,Tanker Ship,Port Harcourt-Lagos,March,168.57,HFO,5191.64,13202.25,Moderate,94.92,100000,0.783190959,OK,30.80,,
NG055,Tanker Ship,Warri-Bonny,April,253.53,HFO,9889.18,25637.48,Calm,79.68,100000,1.011220763,OK,39.01,,
NG055,Tanker Ship,Escravos-Lagos,May,250.18,Diesel,11627.24,30211.8,Moderate,74.5,100000,1.207602526,LOW,46.48,,
NG055,Tanker Ship,Warri-Bonny,June,191.37,HFO,6412.64,18984.6,Calm,85.43,100000,0.992036369,OK,33.51,,
NG055,Tanker Ship,Port Harcourt-Lagos,July,456.34,HFO,18595.22,49825.97,Calm,85.45,100000,1.091860674,OK,40.75,,
NG055,Tanker Ship,Warri-Bonny,August,66.22,HFO,2758.18,7983.81,Stormy,92.61,100000,1.205649351,OK,41.65,,
NG055,Tanker Ship,Port Harcourt-Lagos,September,138.88,Diesel,4932.72,12768.69,Stormy,86.58,100000,0.919404522,OK,35.52,,
NG055,Tanker Ship,Escravos-Lagos,October,120.66,HFO,3996.11,10100.81,Calm,76.78,100000,0.837129952,OK,33.12,,
NG055,Tanker Ship,Warri-Bonny,November,457.29,HFO,14416.53,42532.98,Stormy,78.25,100000,0.930109558,OK,31.53,,
NG055,Tanker Ship,Warri-Bonny,December,67.46,Diesel,3175.47,8991.25,Stormy,89.79,100000,1.33282686,OK,47.07,,
NG056,Fishing Trawler,Escravos-Lagos,January,173.27,Diesel,4341.81,11995.81,Calm,76.02,500,138.4637848,OK,25.06,,
NG056,Fishing Trawler,Escravos-Lagos,February,97.98,HFO,2248.57,5625.59,Calm,78.52,500,114.8313942,OK,22.95,,
NG056,Fishing Trawler,Warri-Bonny,March,112.19,HFO,3093.48,7988.4,Calm,87.54,500,142.4084143,OK,27.57,,
NG056,Fishing Trawler,Escravos-Lagos,April,112.4,Diesel,2974.88,8010.68,Stormy,75.95,500,142.53879,OK,26.47,,
NG056,Fishing Trawler,Port Harcourt-Lagos,May,91.87,Diesel,2250.57,6657.04,Moderate,70.14,500,144.9230434,LOW,24.50,,
NG056,Fishing Trawler,Warri-Bonny,June,178.59,HFO,3882.91,10775.76,Stormy,72.1,500,120.6759617,LOW,21.74,,
NG056,Fishing Trawler,Lagos-Apapa,July,184.79,HFO,5163.82,13175.79,Stormy,89.82,500,142.6028465,OK,27.94,,
NG056,Fishing Trawler,Lagos-Apapa,August,81.6,Diesel,2353.03,5982.03,Calm,76.18,500,146.6183824,OK,28.84,,
NG056,Fishing Trawler,Escravos-Lagos,September,101.55,HFO,2443.92,6923.01,Moderate,84.2,500,136.3468242,OK,24.07,,
NG056,Fishing Trawler,Escravos-Lagos,October,142.41,HFO,3607.98,10768.33,Stormy,83.42,500,151.2299698,OK,25.34,,
NG056,Fishing Trawler,Lagos-Apapa,November,97.76,Diesel,2644.36,6634.58,Stormy,93.69,500,135.7319967,OK,27.05,,
NG056,Fishing Trawler,Port Harcourt-Lagos,December,160.06,Diesel,4437.32,11743.66,Calm,88.7,500,146.7407222,OK,27.72,,
NG057,Oil Service Boat,Lagos-Apapa,January,72.72,HFO,2098.9,5944.84,Moderate,87.7,1500,54.49981665,OK,28.86,,
NG057,Oil Service Boat,Port Harcourt-Lagos,February,21.93,Diesel,665.79,1771.04,Stormy,93.46,1500,53.83918529,OK,30.36,,
NG057,Oil Service Boat,Port Harcourt-Lagos,March,117.74,Diesel,4111.73,11613.92,Stormy,72.19,1500,65.76026273,LOW,34.92,,
NG057,Oil Service Boat,Escravos-Lagos,April,64.46,HFO,2118.55,5904.72,Calm,70.44,1500,61.06856966,LOW,32.87,,
NG057,Oil Service Boat,Lagos-Apapa,May,120.9,Diesel,3209.1,8107.34,Moderate,77.1,1500,44.70548663,OK,26.54,,
NG057,Oil Service Boat,Lagos-Apapa,June,79.01,HFO,2755.38,7174.98,Stormy,87.26,1500,60.54069105,OK,34.87,,
NG057,Oil Service Boat,Port Harcourt-Lagos,July,147.71,Diesel,4574.29,13423.68,Stormy,89.82,1500,60.58574233,OK,30.97,,
NG057,Oil Service Boat,Lagos-Apapa,August,60.84,Diesel,1942.05,4955.71,Moderate,90.3,1500,54.30319965,OK,31.92,,
NG057,Oil Service Boat,Lagos-Apapa,September,115.48,HFO,3287.17,8618.39,Moderate,81,1500,49.75401224,OK,28.47,,
NG057,Oil Service Boat,Escravos-Lagos,October,44.58,HFO,1370.41,3749.05,Moderate,76.26,1500,56.0647525,OK,30.74,,
NG057,Oil Service Boat,Escravos-Lagos,November,146.63,HFO,4626.98,12024.59,Stormy,70.06,1500,54.670895,LOW,31.56,,
NG057,Oil Service Boat,Port Harcourt-Lagos,December,103.74,HFO,3127.65,8922.49,Calm,90.56,1500,57.33879571,OK,30.15,,
NG058,Tanker Ship,Port Harcourt-Lagos,January,387.52,HFO,14486.79,37586.79,Calm,86.42,100000,0.969931616,OK,37.38,,
NG058,Tanker Ship,Lagos-Apapa,February,378.23,HFO,13843.23,40190.45,Calm,80.27,100000,1.062592867,OK,36.60,,
NG058,Tanker Ship,Escravos-Lagos,March,381.22,HFO,12597.57,37312.66,Moderate,81.6,100000,0.978769739,OK,33.05,,
NG058,Tanker Ship,Escravos-Lagos,April,457.94,HFO,18046.55,45132.58,Moderate,88.93,100000,0.985556623,OK,39.41,,
NG058,Tanker Ship,Escravos-Lagos,May,417.58,Diesel,13078.19,36009,Moderate,79.37,100000,0.862325782,OK,31.32,,
NG058,Tanker Ship,Port Harcourt-Lagos,June,88.81,HFO,3714.52,9527.72,Calm,77.95,100000,1.072820628,OK,41.83,,
NG058,Tanker Ship,Port Harcourt-Lagos,July,475.28,Diesel,15801.3,45995.69,Calm,85.98,100000,0.967759847,OK,33.25,,
NG058,Tanker Ship,Warri-Bonny,August,210.7,Diesel,8108.79,23994.94,Calm,89.24,100000,1.138820123,OK,38.49,,
NG058,Tanker Ship,Lagos-Apapa,September,386.46,HFO,11956.85,30683.14,Stormy,91.38,100000,0.793953837,OK,30.94,,
NG058,Tanker Ship,Port Harcourt-Lagos,October,211.36,Diesel,9680.84,28706.51,Calm,76.78,100000,1.358180829,OK,45.80,,
NG058,Tanker Ship,Lagos-Apapa,November,108.32,HFO,4487.57,12224.09,Calm,85.79,100000,1.128516433,OK,41.43,,
NG058,Tanker Ship,Escravos-Lagos,December,203.07,HFO,8928.86,26437.97,Calm,88.81,100000,1.301914118,OK,43.97,,
NG059,Oil Service Boat,Escravos-Lagos,January,66.44,Diesel,1903.38,5046.12,Calm,93.47,1500,50.6333534,OK,28.65,,
NG059,Oil Service Boat,Port Harcourt-Lagos,February,51.1,Diesel,1392.83,3758.91,Moderate,89.31,1500,49.03992172,OK,27.26,,
NG059,Oil Service Boat,Warri-Bonny,March,129.13,Diesel,4322.62,11474.45,Moderate,72.01,1500,59.2397842,LOW,33.47,,
NG059,Oil Service Boat,Escravos-Lagos,April,144.33,Diesel,3703.32,9759.94,Stormy,88.69,1500,45.08159542,OK,25.66,,
NG059,Oil Service Boat,Warri-Bonny,May,85.67,HFO,2941.9,7550.27,Stormy,86.48,1500,58.75467881,OK,34.34,,
NG059,Oil Service Boat,Port Harcourt-Lagos,June,37.39,HFO,1192.25,3220.08,Calm,88.88,1500,57.41428189,OK,31.89,,
NG059,Oil Service Boat,Escravos-Lagos,July,140.94,HFO,3689.47,9466.76,Calm,94.28,1500,44.77914952,OK,26.18,,
NG059,Oil Service Boat,Warri-Bonny,August,137.41,Diesel,4274.53,11420.42,Calm,83.64,1500,55.40800039,OK,31.11,,
NG059,Oil Service Boat,Escravos-Lagos,September,91.91,HFO,3005.05,8115.14,Stormy,75.59,1500,58.86294564,OK,32.70,,
NG059,Oil Service Boat,Port Harcourt-Lagos,October,93.79,HFO,2847.1,7516.78,Stormy,81.44,1500,53.42986104,OK,30.36,,
NG059,Oil Service Boat,Warri-Bonny,November,130.52,HFO,4339.71,11218.4,Calm,83.32,1500,57.3010522,OK,33.25,,
NG059,Oil Service Boat,Warri-Bonny,December,32.68,Diesel,1098.22,2987.4,Stormy,72.05,1500,60.94247246,LOW,33.61,,
NG060,Tanker Ship,Lagos-Apapa,January,278,Diesel,13816.93,35370.58,Stormy,76.65,100000,1.272323022,OK,49.70,,
NG060,Tanker Ship,Lagos-Apapa,February,279.03,Diesel,10816.47,29268.62,Calm,70.37,100000,1.048941691,LOW,38.76,,
NG060,Tanker Ship,Warri-Bonny,March,98.2,Diesel,4409.87,11497.09,Moderate,74.77,100000,1.170783096,LOW,44.91,,
NG060,Tanker Ship,Port Harcourt-Lagos,April,350.86,HFO,13849.88,39517.06,Calm,90.15,100000,1.126291398,OK,39.47,,
NG060,Tanker Ship,Port Harcourt-Lagos,May,408.83,HFO,16174.79,41269.87,Stormy,85.14,100000,1.009462857,OK,39.56,,
NG060,Tanker Ship,Escravos-Lagos,June,295.22,Diesel,14171.09,40731.23,Moderate,81.96,100000,1.379690739,OK,48.00,,
NG060,Tanker Ship,Lagos-Apapa,July,310.7,HFO,12785.33,36784.5,Calm,85.76,100000,1.183923399,OK,41.15,,
NG060,Tanker Ship,Lagos-Apapa,August,76.82,HFO,2502.6,7335.02,Stormy,89.45,100000,0.954832075,OK,32.58,,
NG060,Tanker Ship,Port Harcourt-Lagos,September,231.83,HFO,10882.43,31739.85,Stormy,83.15,100000,1.369100203,OK,46.94,,
NG060,Tanker Ship,Lagos-Apapa,October,426.27,Diesel,20350.8,54487.42,Moderate,73.1,100000,1.278237267,LOW,47.74,,
NG060,Tanker Ship,Port Harcourt-Lagos,November,275.37,HFO,11143.81,31104.77,Moderate,83.5,100000,1.12956277,OK,40.47,,
NG060,Tanker Ship,Port Harcourt-Lagos,December,247.87,HFO,10227.59,28654.47,Calm,84.14,100000,1.15602816,OK,41.26,,
NG061,Surfer Boat,Warri-Bonny,January,192.09,Diesel,2258.04,6148.88,Moderate,86.35,50,640.2082357,OK,11.76,,
NG061,Surfer Boat,Port Harcourt-Lagos,February,85.79,Diesel,1305.12,3866.14,Calm,79.8,50,901.3031822,OK,15.21,,
NG061,Surfer Boat,Port Harcourt-Lagos,March,163.91,Diesel,1990.36,5703.61,Stormy,94.8,50,695.9441157,OK,12.14,,
NG061,Surfer Boat,Port Harcourt-Lagos,April,170.92,Diesel,2272.34,6300.04,Calm,88.94,50,737.1916686,OK,13.29,,
NG061,Surfer Boat,Lagos-Apapa,May,55.2,Diesel,1103.69,2907.08,Moderate,92.13,50,1053.289855,OK,19.99,,
NG061,Surfer Boat,Port Harcourt-Lagos,June,64.39,Diesel,742.66,1940.84,Stormy,70.39,50,602.8389501,LOW,11.53,,
NG061,Surfer Boat,Escravos-Lagos,July,128.12,Diesel,1375.68,3842.61,Stormy,85.74,50,599.8454574,OK,10.74,,
NG061,Surfer Boat,Lagos-Apapa,August,39.17,Diesel,763.15,2198.1,Calm,75.58,50,1122.338524,OK,19.48,,
NG061,Surfer Boat,Lagos-Apapa,September,162.55,Diesel,2632.13,7183.86,Calm,94.07,50,883.8954168,OK,16.19,,
NG061,Surfer Boat,Warri-Bonny,October,62.78,Diesel,745.3,2158.34,Moderate,75.76,50,687.588404,OK,11.87,,
NG061,Surfer Boat,Escravos-Lagos,November,184.52,Diesel,2256.2,6175.96,Moderate,82.25,50,669.4081942,OK,12.23,,
NG061,Surfer Boat,Escravos-Lagos,December,163.99,Diesel,2221.77,6218.29,Stormy,82.89,50,758.3742911,OK,13.55,,
NG062,Tanker Ship,Escravos-Lagos,January,208.76,HFO,7039.26,17607.31,Stormy,74.14,100000,0.843423549,LOW,33.72,,
NG062,Tanker Ship,Escravos-Lagos,February,451.54,Diesel,20513.24,60653.68,Moderate,71.09,100000,1.343262612,LOW,45.43,,
NG062,Tanker Ship,Lagos-Apapa,March,321.16,Diesel,10530.22,28020.52,Stormy,88.05,100000,0.872478515,OK,32.79,,
NG062,Tanker Ship,Escravos-Lagos,April,177.61,Diesel,8083.66,24036.65,Calm,94.94,100000,1.353338776,OK,45.51,,
NG062,Tanker Ship,Escravos-Lagos,May,127.79,HFO,5253.48,13545.56,Stormy,82.75,100000,1.059985914,OK,41.11,,
NG062,Tanker Ship,Lagos-Apapa,June,85.27,HFO,3477.69,9129.47,Calm,75.59,100000,1.070654392,OK,40.78,,
NG062,Tanker Ship,Lagos-Apapa,July,188.37,Diesel,6798.78,17464.83,Stormy,78.22,100000,0.927155598,OK,36.09,,
NG062,Tanker Ship,Port Harcourt-Lagos,August,90.22,HFO,2845.95,7872.49,Moderate,84.18,100000,0.872588118,OK,31.54,,
NG062,Tanker Ship,Escravos-Lagos,September,147.16,Diesel,4512.41,11389.39,Stormy,81.21,100000,0.773946045,OK,30.66,,
NG062,Tanker Ship,Warri-Bonny,October,162.55,Diesel,6184.42,17801.13,Calm,82.94,100000,1.095117195,OK,38.05,,
NG062,Tanker Ship,Lagos-Apapa,November,86.03,Diesel,2970.62,7707.62,Moderate,76.72,100000,0.895922353,OK,34.53,,
NG062,Tanker Ship,Lagos-Apapa,December,200.04,HFO,6352,16584.34,Moderate,83.03,100000,0.82905119,OK,31.75,,
NG063,Oil Service Boat,Warri-Bonny,January,93.55,Diesel,2980.23,7691.72,Calm,93.84,1500,54.81361126,OK,31.86,,
NG063,Oil Service Boat,Port Harcourt-Lagos,February,80.42,Diesel,2590.63,7296.06,Moderate,90.73,1500,60.48296444,OK,32.21,,
NG063,Oil Service Boat,Port Harcourt-Lagos,March,126.21,Diesel,3404.06,9255.25,Calm,83.45,1500,48.88809656,OK,26.97,,
NG063,Oil Service Boat,Port Harcourt-Lagos,April,107.01,HFO,3614.48,10389.58,Stormy,93.09,1500,64.72653646,OK,33.78,,
NG063,Oil Service Boat,Lagos-Apapa,May,32.08,HFO,1007.7,2863.08,Calm,82.55,1500,59.49875312,OK,31.41,,
NG063,Oil Service Boat,Lagos-Apapa,June,58.44,HFO,1517.11,4134.91,Calm,75.66,1500,47.16986083,OK,25.96,,
NG063,Oil Service Boat,Lagos-Apapa,July,108.7,Diesel,2731.66,7413.18,Calm,72.86,1500,45.46568537,LOW,25.13,,
NG063,Oil Service Boat,Lagos-Apapa,August,92.05,Diesel,2708.32,7526.28,Calm,91.75,1500,54.50863661,OK,29.42,,
NG063,Oil Service Boat,Lagos-Apapa,September,134.39,Diesel,4272.16,12068.8,Calm,74.46,1500,59.86953394,LOW,31.79,,
NG063,Oil Service Boat,Escravos-Lagos,October,72.27,HFO,2171.77,5810.14,Stormy,84.36,1500,53.59660532,OK,30.05,,
NG063,Oil Service Boat,Escravos-Lagos,November,26.92,HFO,685.56,1910.37,Stormy,71.43,1500,47.30980684,LOW,25.47,,
NG063,Oil Service Boat,Port Harcourt-Lagos,December,138.25,Diesel,3615.95,9364.63,Stormy,78.25,1500,45.15795057,OK,26.16,,
NG064,Fishing Trawler,Lagos-Apapa,January,78.62,Diesel,1875.87,5245.43,Moderate,81.61,500,133.4375477,OK,23.86,,
NG064,Fishing Trawler,Warri-Bonny,February,90.8,Diesel,2623.87,7625.49,Stormy,78.45,500,167.9623348,OK,28.90,,
NG064,Fishing Trawler,Warri-Bonny,March,153.73,HFO,3581.94,10606.8,Stormy,79.64,500,137.9925844,OK,23.30,,
NG064,Fishing Trawler,Lagos-Apapa,April,198.37,Diesel,5768.95,15913.58,Moderate,89.98,500,160.4434138,OK,29.08,,
NG064,Fishing Trawler,Lagos-Apapa,May,150.5,Diesel,3702.82,10070.31,Moderate,94.29,500,133.8247176,OK,24.60,,
NG064,Fishing Trawler,Escravos-Lagos,June,87.32,HFO,2444.88,7121.66,Stormy,82.36,500,163.1163536,OK,28.00,,
NG064,Fishing Trawler,Escravos-Lagos,July,59.02,Diesel,1565.54,4658.66,Calm,92.23,500,157.8671637,OK,26.53,,
NG064,Fishing Trawler,Lagos-Apapa,August,172.74,HFO,4867.43,14170.83,Moderate,79.14,500,164.0712053,OK,28.18,,
NG064,Fishing Trawler,Port Harcourt-Lagos,September,137.1,HFO,3807.08,9873.86,Stormy,72.02,500,144.0388038,LOW,27.77,,
NG064,Fishing Trawler,Escravos-Lagos,October,95.72,HFO,2271.69,6185.86,Calm,72.39,500,129.2490598,LOW,23.73,,
NG064,Fishing Trawler,Port Harcourt-Lagos,November,149.17,Diesel,3769.23,11057.31,Stormy,82.13,500,148.2511229,OK,25.27,,
NG064,Fishing Trawler,Warri-Bonny,December,137.18,Diesel,3876.87,11222.49,Calm,76.24,500,163.6169996,OK,28.26,,
NG065,Oil Service Boat,Port Harcourt-Lagos,January,79.42,HFO,2402.18,6966.2,Moderate,79.08,1500,58.47561487,OK,30.25,,
NG065,Oil Service Boat,Lagos-Apapa,February,74.61,HFO,2216.71,6564.02,Calm,89.67,1500,58.65183398,OK,29.71,,
NG065,Oil Service Boat,Port Harcourt-Lagos,March,41.69,Diesel,1245.38,3275.58,Calm,76.4,1500,52.37994723,OK,29.87,,
NG065,Oil Service Boat,Warri-Bonny,April,29.08,Diesel,917.91,2701.7,Stormy,76.41,1500,61.93718478,OK,31.56,,
NG065,Oil Service Boat,Escravos-Lagos,May,31.64,HFO,943.16,2696.72,Stormy,92.85,1500,56.82090181,OK,29.81,,
NG065,Oil Service Boat,Lagos-Apapa,June,122.99,HFO,3300.85,8973.53,Moderate,91.27,1500,48.64097352,OK,26.84,,
NG065,Oil Service Boat,Lagos-Apapa,July,130.42,HFO,3397.2,10054.23,Moderate,82.92,1500,51.39411133,OK,26.05,,
NG065,Oil Service Boat,Escravos-Lagos,August,53.2,Diesel,1336.22,3457.76,Stormy,91.95,1500,43.33032581,OK,25.12,,
NG065,Oil Service Boat,Lagos-Apapa,September,56.72,HFO,1506.11,4458.39,Calm,79.11,1500,52.40232722,OK,26.55,,
NG065,Oil Service Boat,Port Harcourt-Lagos,October,90.48,HFO,2428.39,6161.7,Moderate,81.8,1500,45.40008842,OK,26.84,,
NG065,Oil Service Boat,Warri-Bonny,November,88.72,Diesel,2575.94,6810.96,Calm,93.75,1500,51.17944094,OK,29.03,,
NG065,Oil Service Boat,Warri-Bonny,December,48.06,HFO,1268.97,3381.49,Stormy,74.82,1500,46.90650576,LOW,26.40,,
NG066,Tanker Ship,Port Harcourt-Lagos,January,246.31,Diesel,9075.4,27076.11,Stormy,74.28,100000,1.09926962,LOW,36.85,,
NG066,Tanker Ship,Port Harcourt-Lagos,February,371.2,HFO,14177.46,35725.78,Calm,88.88,100000,0.962440194,OK,38.19,,
NG066,Tanker Ship,Port Harcourt-Lagos,March,335.33,Diesel,14643.18,43677.22,Moderate,82.71,100000,1.302514538,OK,43.67,,
NG066,Tanker Ship,Warri-Bonny,April,279.23,HFO,13314.4,36572.25,Stormy,81.01,100000,1.309753608,OK,47.68,,
NG066,Tanker Ship,Escravos-Lagos,May,183.82,Diesel,6757.4,18471.1,Calm,92.11,100000,1.004847133,OK,36.76,,
NG066,Tanker Ship,Port Harcourt-Lagos,June,210.5,Diesel,9078.44,24327.86,Moderate,85.4,100000,1.155717815,OK,43.13,,
NG066,Tanker Ship,Warri-Bonny,July,78.31,HFO,3474.43,9696.2,Moderate,86.05,100000,1.238181586,OK,44.37,,
NG066,Tanker Ship,Lagos-Apapa,August,120.53,Diesel,5439.38,15896.12,Calm,86.69,100000,1.318851738,OK,45.13,,
NG066,Tanker Ship,Escravos-Lagos,September,281.48,Diesel,12471.51,36576.82,Moderate,89.85,100000,1.299446497,OK,44.31,,
NG066,Tanker Ship,Lagos-Apapa,October,81.43,Diesel,3422.84,10229.14,Calm,84.82,100000,1.256188137,OK,42.03,,
NG066,Tanker Ship,Lagos-Apapa,November,255.63,Diesel,9468.59,26378.31,Calm,72.82,100000,1.031894144,LOW,37.04,,
